,Crimes_Z0T100,Crimes_Z0T101,Crimes_Z0T102,Crimes_Z0T103,Crimes_Z0T104,Crimes_Z1T100,Crimes_Z1T101,Crimes_Z1T102,Crimes_Z1T103,Crimes_Z1T104,Crimes_Z2T100,Crimes_Z2T101,Crimes_Z2T102,Crimes_Z2T103,Crimes_Z2T104,Crimes_Z3T100,Crimes_Z3T101,Crimes_Z3T102,Crimes_Z3T103,Crimes_Z3T104,Crimes_Z4T100,Crimes_Z4T101,Crimes_Z4T102,Crimes_Z4T103,Crimes_Z4T104
2020-12-16,45,35,11,48,72,17,12,8.0,19,33,7,12.0,13.0,20,20,12,18,4.0,34,25,4.0,3.0,1.0,6.0,8.0
2020-12-17,52,47,14,50,80,18,18,8.0,21,26,8,7.0,4.0,17,16,13,7,11.0,23,37,7.0,2.0,2.0,4.0,12.0
2020-12-18,47,39,16,53,90,9,12,4.0,23,28,9,4.0,5.0,13,14,7,18,13.0,43,32,10.0,3.0,0.0,12.0,10.0
2020-12-19,61,40,6,57,56,24,9,4.0,19,19,10,5.0,4.0,14,21,12,16,5.0,32,32,4.0,4.0,0.0,3.0,11.0
2020-12-20,59,40,5,35,79,26,16,2.0,11,30,10,3.0,4.0,16,12,12,12,2.0,19,25,8.0,3.0,1.0,3.0,11.0
2020-12-21,56,39,11,59,78,21,10,1.0,31,48,16,7.0,4.0,22,11,17,14,5.0,38,33,4.0,7.0,0.0,7.0,11.0
2020-12-22,61,37,10,66,91,30,19,6.0,18,43,13,6.0,7.0,26,23,18,13,8.0,44,37,4.0,6.0,1.0,3.0,12.0
2020-12-23,68,34,7,80,81,21,14,7.0,17,36,5,2.0,5.0,16,23,15,16,8.0,48,42,6.0,4.0,2.0,7.0,10.0
2020-12-24,53,31,10,45,78,23,8,6.0,21,23,9,9.0,3.0,13,24,10,8,3.0,31,34,4.0,4.0,1.0,4.0,11.0
2020-12-25,73,38,6,40,48,17,14,1.0,8,29,7,5.0,1.0,10,13,13,11,4.0,16,14,8.0,3.0,0.0,2.0,5.0
2020-12-26,52,29,4,54,50,20,13,1.0,17,19,14,12.0,6.0,16,25,17,11,8.0,25,29,4.0,1.0,0.0,3.0,7.0
2020-12-27,55,44,1,46,62,25,9,3.0,17,25,12,7.0,2.0,11,18,14,15,2.0,18,23,4.0,5.0,2.0,4.0,3.0
2020-12-28,44,33,10,66,91,9,13,6.0,21,30,14,16.0,3.0,12,17,3,11,10.0,31,27,7.0,1.0,0.0,5.0,10.0
2020-12-29,31,43,12,45,71,11,10,2.0,22,36,14,8.0,1.0,19,24,19,22,7.0,29,26,6.0,3.0,1.0,6.0,10.0
2020-12-30,50,39,15,64,87,9,17,7.0,20,49,14,5.0,3.0,14,20,14,23,13.0,41,32,5.0,5.0,0.0,3.0,15.0
2020-12-31,69,40,13,40,81,11,8,3.0,29,28,9,8.0,2.0,12,10,13,18,9.0,29,26,6.0,10.0,0.0,4.0,9.0
2021-01-01,63,38,5,46,52,26,17,2.0,20,31,9,9.0,2.0,10,13,17,13,3.0,18,26,7.0,9.0,1.0,3.0,10.0
2021-01-02,65,43,2,44,70,29,15,2.0,9,27,11,10.0,4.0,16,25,14,12,4.0,25,27,9.0,7.0,1.0,2.0,15.0
2021-01-03,52,33,4,30,62,11,11,5.0,27,35,10,8.0,2.0,9,10,8,8,8.0,25,35,7.0,4.0,0.0,2.0,6.0
2021-01-04,47,39,16,49,99,17,12,9.0,15,41,12,5.0,6.0,17,22,11,16,7.0,40,35,4.0,8.0,1.0,3.0,7.0
2021-01-05,51,35,16,58,85,23,17,10.0,20,28,13,8.0,4.0,20,17,9,16,6.0,27,33,4.0,2.0,0.0,9.0,11.0
2021-01-06,60,29,14,56,65,18,13,8.0,27,34,11,10.0,5.0,17,14,13,16,2.0,36,29,5.0,3.0,0.0,3.0,17.0
2021-01-07,55,38,14,45,74,10,7,2.0,12,32,9,8.0,4.0,19,25,16,18,8.0,34,38,12.0,8.0,2.0,8.0,9.0
2021-01-08,53,44,24,52,89,12,9,9.0,18,37,8,3.0,1.0,14,30,15,19,12.0,28,39,3.0,6.0,1.0,6.0,10.0
2021-01-09,67,49,8,35,74,15,6,6.0,11,16,21,9.0,4.0,11,17,8,12,3.0,29,35,8.0,2.0,0.0,5.0,12.0
2021-01-10,46,37,7,40,82,16,9,2.0,15,23,7,7.0,2.0,8,17,13,11,2.0,29,30,7.0,2.0,0.0,4.0,7.0
2021-01-11,64,52,10,62,72,20,19,6.0,19,43,11,10.0,4.0,16,19,15,28,11.0,28,50,3.0,2.0,3.0,7.0,7.0
2021-01-12,65,44,7,48,96,25,16,12.0,21,43,10,9.0,7.0,18,18,11,15,13.0,32,32,3.0,8.0,0.0,3.0,7.0
2021-01-13,64,49,13,67,109,23,9,6.0,22,37,7,7.0,6.0,16,18,17,14,7.0,30,31,5.0,2.0,0.0,4.0,8.0
2021-01-14,56,42,15,59,94,20,18,12.0,28,32,12,11.0,6.0,15,19,21,17,3.0,31,36,4.0,6.0,1.0,4.0,21.0
2021-01-15,70,44,6,54,95,13,11,11.0,20,36,9,12.0,4.0,16,21,15,16,9.0,32,36,11.0,8.0,0.0,4.0,12.0
2021-01-16,86,34,12,45,88,24,11,5.0,11,21,10,10.0,2.0,15,16,16,19,3.0,21,19,3.0,6.0,3.0,5.0,13.0
2021-01-17,78,45,5,34,68,28,21,7.0,26,33,11,8.0,2.0,12,15,11,19,2.0,26,32,5.0,4.0,0.0,8.0,9.0
2021-01-18,79,43,6,59,79,18,18,8.0,16,37,15,9.0,8.0,18,18,13,15,2.0,36,32,8.0,5.0,1.0,3.0,14.0
2021-01-19,57,60,21,62,105,15,10,12.0,25,43,8,10.0,2.0,18,27,11,20,11.0,25,32,6.0,3.0,1.0,7.0,11.0
2021-01-20,56,39,16,51,86,23,17,8.0,27,37,6,12.0,3.0,10,20,16,19,13.0,25,34,3.0,2.0,1.0,5.0,9.0
2021-01-21,57,40,12,50,71,15,14,5.0,16,26,14,11.0,9.0,15,18,20,15,7.0,38,36,4.0,3.0,1.0,8.0,17.0
2021-01-22,70,49,11,41,99,29,18,7.0,31,57,18,10.0,6.0,12,20,11,24,3.0,27,38,5.0,6.0,2.0,3.0,11.0
2021-01-23,52,44,11,37,74,10,19,4.0,24,35,14,6.0,3.0,13,22,11,15,7.0,24,28,7.0,7.0,0.0,6.0,4.0
2021-01-24,59,32,5,33,64,25,17,2.0,14,23,17,10.0,3.0,8,16,15,11,7.0,25,36,8.0,7.0,1.0,9.0,9.0
2021-01-25,62,41,11,53,90,14,13,7.0,27,30,11,7.0,6.0,28,29,10,19,7.0,37,42,8.0,4.0,1.0,6.0,9.0
2021-01-26,38,24,9,50,82,16,14,4.0,20,44,7,7.0,16.0,18,19,17,12,14.0,41,41,5.0,11.0,5.0,6.0,11.0
2021-01-27,52,46,9,37,98,21,20,17.0,24,29,5,8.0,4.0,17,19,18,18,12.0,26,39,8.0,7.0,0.0,2.0,7.0
2021-01-28,56,49,11,47,65,17,12,9.0,14,36,6,4.0,3.0,15,18,15,14,9.0,43,36,2.0,3.0,4.0,4.0,8.0
2021-01-29,47,42,11,55,91,21,16,20.0,23,30,12,8.0,7.0,14,14,12,16,15.0,25,29,3.0,5.0,0.0,4.0,8.0
2021-01-30,55,33,9,58,89,29,14,4.0,27,47,13,6.0,4.0,15,16,15,12,5.0,24,34,4.0,3.0,0.0,6.0,8.0
2021-01-31,73,43,3,42,81,20,11,6.0,20,31,5,6.0,2.0,9,13,18,9,2.0,25,32,5.0,1.0,0.0,3.0,8.0
2021-02-01,61,42,19,70,80,19,15,8.0,25,40,12,6.0,7.0,10,20,10,18,11.0,35,38,7.0,3.0,1.0,6.0,11.0
2021-02-02,60,30,20,61,89,17,22,10.0,21,32,8,7.0,12.0,23,23,11,20,4.0,38,30,8.0,5.0,1.0,4.0,14.0
2021-02-03,66,43,12,50,89,22,19,11.0,22,32,11,6.0,3.0,19,27,17,21,9.0,33,37,6.0,3.0,3.0,5.0,13.0
2021-02-04,63,52,19,52,87,10,12,12.0,18,32,8,2.0,5.0,14,13,18,18,5.0,46,29,2.0,2.0,1.0,0.0,8.0
2021-02-05,61,40,19,53,111,24,9,6.0,25,30,9,9.0,4.0,10,17,16,14,10.0,28,27,8.0,6.0,2.0,5.0,6.0
2021-02-06,62,34,10,59,98,9,7,6.0,19,31,13,3.0,4.0,16,18,13,9,4.0,27,38,4.0,2.0,1.0,1.0,7.0
2021-02-07,56,38,6,41,93,28,8,3.0,6,30,21,2.0,4.0,13,13,18,18,3.0,18,35,6.0,5.0,1.0,1.0,6.0
2021-02-08,50,50,17,57,109,25,15,3.0,29,54,8,8.0,6.0,19,21,15,17,10.0,50,42,5.0,4.0,2.0,7.0,10.0
2021-02-09,57,49,20,45,100,24,15,15.0,19,24,10,10.0,8.0,15,23,13,12,13.0,31,42,4.0,2.0,1.0,5.0,3.0
2021-02-10,55,29,13,68,96,17,16,9.0,20,35,11,6.0,10.0,10,16,15,9,12.0,29,32,5.0,3.0,0.0,4.0,8.0
2021-02-11,62,46,16,40,80,15,10,13.0,11,49,11,7.0,6.0,14,16,24,19,8.0,34,32,5.0,8.0,1.0,6.0,7.0
2021-02-12,57,41,19,52,96,12,14,9.0,14,30,18,15.0,3.0,20,14,16,26,10.0,34,35,1.0,5.0,1.0,6.0,9.0
2021-02-13,62,40,18,42,89,18,11,5.0,13,28,13,10.0,6.0,11,12,25,9,1.0,26,35,4.0,3.0,2.0,3.0,5.0
2021-02-14,50,38,7,44,94,25,22,6.0,17,51,13,1.0,1.0,11,20,11,6,2.0,21,29,10.0,4.0,1.0,5.0,4.0
2021-02-15,65,39,10,49,75,10,11,6.0,19,44,9,9.0,5.0,19,21,21,15,3.0,44,38,6.0,4.0,2.0,6.0,20.0
2021-02-16,63,40,11,62,89,14,19,5.0,14,42,10,10.0,6.0,23,18,18,19,7.0,33,42,6.0,6.0,0.0,6.0,9.0
2021-02-17,63,51,19,51,134,17,10,8.0,20,24,8,6.0,5.0,23,22,11,15,12.0,24,33,8.0,2.0,2.0,9.0,9.0
2021-02-18,59,59,19,67,90,22,17,11.0,18,62,10,4.0,5.0,19,16,13,10,9.0,25,41,4.0,2.0,1.0,4.0,3.0
2021-02-19,60,56,11,51,100,22,15,7.0,26,42,11,10.0,5.0,9,15,7,16,9.0,32,30,7.0,4.0,0.0,2.0,12.0
2021-02-20,77,38,13,45,75,13,10,14.0,20,30,12,12.0,4.0,9,15,10,12,5.0,21,29,2.0,3.0,0.0,7.0,6.0
2021-02-21,54,41,6,41,99,14,19,7.0,18,29,11,8.0,2.0,15,11,11,18,6.0,17,36,12.0,8.0,2.0,1.0,8.0
2021-02-22,70,48,20,82,94,21,19,8.0,15,40,6,6.0,8.0,22,19,14,21,6.0,40,51,7.0,3.0,1.0,3.0,13.0
2021-02-23,53,51,15,51,92,18,21,8.0,25,29,13,17.0,8.0,15,16,22,13,13.0,38,47,6.0,5.0,4.0,6.0,13.0
2021-02-24,71,51,16,64,103,19,14,10.0,29,40,12,8.0,8.0,19,18,28,12,9.0,32,28,5.0,5.0,1.0,7.0,11.0
2021-02-25,58,43,10,51,88,20,13,3.0,18,32,14,7.0,8.0,20,16,21,17,10.0,32,31,3.0,9.0,2.0,4.0,9.0
2021-02-26,75,47,12,54,98,14,14,10.0,28,41,11,5.0,5.0,19,18,22,21,10.0,41,40,12.0,3.0,3.0,6.0,16.0
2021-02-27,67,56,11,56,77,22,11,8.0,22,22,5,5.0,7.0,16,13,15,13,5.0,32,32,4.0,6.0,1.0,1.0,10.0
2021-02-28,53,38,6,53,71,25,14,4.0,14,26,9,9.0,3.0,11,13,19,21,5.0,24,34,5.0,5.0,0.0,2.0,6.0
2021-03-01,79,51,13,48,100,24,14,7.0,32,35,9,8.0,5.0,27,17,19,17,10.0,41,28,4.0,4.0,1.0,4.0,13.0
2021-03-02,57,36,20,47,82,18,16,10.0,20,35,11,5.0,8.0,17,16,23,13,8.0,35,38,7.0,9.0,3.0,5.0,4.0
2021-03-03,60,41,10,41,88,15,15,12.0,15,37,2,6.0,9.0,18,6,13,18,9.0,28,20,4.0,3.0,3.0,8.0,13.0
2021-03-04,64,35,14,60,89,16,6,8.0,27,25,18,3.0,9.0,23,19,11,9,11.0,23,39,9.0,5.0,1.0,8.0,8.0
2021-03-05,59,41,17,58,90,18,17,7.0,18,29,10,8.0,7.0,22,15,20,10,7.0,22,29,7.0,6.0,2.0,4.0,5.0
2021-03-06,65,37,15,40,80,15,11,4.0,15,23,9,6.0,3.0,13,11,10,20,6.0,19,30,6.0,1.0,1.0,6.0,13.0
2021-03-07,60,35,9,55,86,20,11,0.0,13,26,11,12.0,9.0,11,20,13,14,4.0,23,31,4.0,4.0,3.0,3.0,4.0
2021-03-08,51,56,12,46,90,24,15,10.0,20,33,9,9.0,6.0,14,14,12,15,13.0,36,46,3.0,4.0,3.0,6.0,7.0
2021-03-09,57,45,17,52,68,22,12,14.0,23,34,18,8.0,6.0,19,18,10,10,5.0,40,32,3.0,6.0,0.0,4.0,9.0
2021-03-10,69,43,10,57,79,24,7,9.0,25,20,3,9.0,5.0,18,23,21,16,12.0,35,36,5.0,2.0,1.0,6.0,6.0
2021-03-11,45,46,18,40,90,21,14,11.0,26,43,12,9.0,4.0,20,17,12,23,11.0,31,33,7.0,3.0,4.0,3.0,14.0
2021-03-12,50,44,15,45,94,23,11,7.0,26,28,7,11.0,8.0,15,27,19,11,3.0,38,38,5.0,7.0,0.0,5.0,12.0
2021-03-13,68,42,10,57,87,18,11,6.0,17,39,9,12.0,4.0,17,18,7,13,3.0,18,36,6.0,5.0,0.0,1.0,6.0
2021-03-14,59,34,5,42,58,13,11,3.0,10,20,3,8.0,2.0,11,18,11,15,3.0,33,27,8.0,4.0,0.0,3.0,10.0
2021-03-15,63,33,17,51,88,29,16,9.0,14,28,11,4.0,9.0,11,22,17,13,10.0,40,34,3.0,4.0,1.0,11.0,7.0
2021-03-16,48,39,13,65,75,18,13,6.0,28,36,7,6.0,8.0,12,22,19,14,9.0,39,30,7.0,5.0,2.0,8.0,11.0
2021-03-17,59,38,15,69,96,18,12,7.0,12,38,4,6.0,3.0,26,13,19,12,19.0,27,39,3.0,2.0,2.0,5.0,6.0
2021-03-18,72,37,21,56,72,22,13,13.0,13,31,10,6.0,7.0,17,20,16,16,8.0,34,23,7.0,4.0,0.0,5.0,8.0
2021-03-19,76,42,18,62,77,19,18,8.0,30,32,9,12.0,10.0,11,16,13,18,5.0,30,24,7.0,9.0,1.0,5.0,7.0
2021-03-20,53,37,9,49,91,20,16,3.0,11,33,7,8.0,6.0,17,13,19,21,5.0,34,29,12.0,4.0,0.0,4.0,9.0
2021-03-21,71,35,8,39,75,26,15,7.0,25,29,7,12.0,4.0,6,17,17,19,3.0,18,22,3.0,3.0,1.0,5.0,6.0
2021-03-22,57,52,18,67,82,20,15,7.0,21,32,11,9.0,7.0,14,19,17,20,15.0,28,38,7.0,5.0,2.0,4.0,21.0
2021-03-23,60,34,20,48,88,14,8,15.0,25,25,10,13.0,9.0,24,14,8,18,15.0,28,24,9.0,6.0,3.0,5.0,1.0
2021-03-24,59,40,18,46,101,26,24,9.0,19,38,14,3.0,4.0,23,20,18,17,9.0,29,32,3.0,4.0,6.0,5.0,9.0
2021-03-25,53,50,15,48,73,10,13,17.0,27,29,9,9.0,8.0,11,19,16,18,9.0,34,31,6.0,2.0,3.0,1.0,3.0
2021-03-26,63,40,11,54,81,25,9,11.0,21,34,8,8.0,6.0,10,15,16,13,12.0,32,35,5.0,8.0,0.0,3.0,12.0
2021-03-27,63,28,7,33,75,18,14,9.0,16,29,8,6.0,5.0,15,13,16,19,4.0,23,32,9.0,4.0,0.0,2.0,3.0
2021-03-28,73,38,4,43,69,15,9,2.0,13,28,13,7.0,4.0,11,9,15,15,4.0,27,30,3.0,4.0,0.0,5.0,4.0
2021-03-29,61,39,19,56,86,27,19,8.0,21,44,12,8.0,8.0,11,23,17,20,7.0,42,32,8.0,5.0,2.0,3.0,9.0
2021-03-30,52,48,12,71,89,16,10,9.0,21,40,6,10.0,7.0,12,21,16,12,4.0,37,34,9.0,4.0,1.0,1.0,7.0
2021-03-31,64,48,13,65,83,15,10,11.0,20,31,8,6.0,7.0,9,14,14,16,9.0,30,34,2.0,2.0,1.0,6.0,4.0
2021-04-01,51,40,11,52,84,29,22,9.0,23,52,3,10.0,4.0,8,22,16,13,10.0,29,30,5.0,5.0,4.0,1.0,19.0
2021-04-02,62,42,18,49,69,14,12,5.0,19,20,14,4.0,0.0,13,18,13,20,5.0,26,38,2.0,1.0,2.0,4.0,9.0
2021-04-03,62,39,9,48,80,20,10,2.0,16,27,8,7.0,1.0,9,13,20,10,2.0,32,30,9.0,3.0,1.0,7.0,11.0
2021-04-04,72,24,6,49,64,34,12,6.0,17,29,13,9.0,4.0,14,9,11,12,2.0,19,35,4.0,2.0,1.0,2.0,11.0
2021-04-05,85,44,17,64,82,28,15,9.0,33,38,15,7.0,4.0,15,18,23,17,9.0,23,37,7.0,4.0,2.0,7.0,12.0
2021-04-06,49,46,16,44,76,21,25,18.0,20,40,11,5.0,13.0,11,12,8,15,8.0,24,24,7.0,9.0,4.0,3.0,14.0
2021-04-07,64,35,12,44,70,16,8,8.0,29,38,8,13.0,10.0,17,11,12,18,8.0,34,34,2.0,2.0,1.0,7.0,10.0
2021-04-08,81,39,7,51,92,16,13,14.0,24,28,13,6.0,3.0,13,17,17,19,7.0,25,23,8.0,6.0,1.0,2.0,8.0
2021-04-09,70,46,12,47,59,29,11,3.0,21,23,11,7.0,6.0,16,11,15,15,9.0,22,22,4.0,3.0,2.0,2.0,7.0
2021-04-10,75,38,15,41,71,32,15,11.0,21,20,10,6.0,4.0,19,17,25,22,4.0,25,21,9.0,4.0,2.0,0.0,5.0
2021-04-11,72,44,5,44,96,25,18,9.0,21,22,9,10.0,1.0,6,22,12,8,5.0,17,31,10.0,3.0,0.0,3.0,9.0
2021-04-12,59,44,26,65,100,22,18,17.0,24,36,10,12.0,5.0,11,13,17,17,11.0,33,30,7.0,6.0,1.0,4.0,8.0
2021-04-13,71,49,17,60,90,14,20,7.0,18,34,12,3.0,7.0,9,17,9,14,15.0,41,35,3.0,3.0,3.0,6.0,10.0
2021-04-14,59,36,12,58,86,21,17,11.0,22,28,13,7.0,6.0,9,17,12,19,21.0,38,36,7.0,2.0,2.0,2.0,11.0
2021-04-15,63,44,18,41,72,23,3,5.0,17,30,4,5.0,3.0,19,19,15,25,16.0,33,26,5.0,2.0,3.0,12.0,7.0
2021-04-16,62,40,16,56,72,28,13,3.0,19,36,6,12.0,4.0,20,19,9,17,15.0,30,32,5.0,4.0,1.0,5.0,8.0
2021-04-17,63,35,12,43,78,20,11,2.0,23,14,14,7.0,3.0,9,22,11,9,7.0,21,40,0.0,6.0,3.0,5.0,8.0
2021-04-18,81,43,9,42,71,28,13,4.0,15,43,14,8.0,0.0,9,18,23,19,6.0,26,26,4.0,12.0,0.0,4.0,8.0
2021-04-19,65,52,23,63,72,17,20,10.0,17,36,10,12.0,9.0,17,11,20,23,8.0,47,35,6.0,9.0,3.0,4.0,11.0
2021-04-20,63,37,16,53,86,17,15,4.0,11,40,7,7.0,4.0,21,21,15,22,11.0,24,26,7.0,3.0,1.0,4.0,6.0
2021-04-21,52,29,13,53,86,24,14,22.0,44,36,13,8.0,9.0,18,15,7,21,7.0,27,19,5.0,5.0,1.0,2.0,6.0
2021-04-22,55,42,8,48,86,20,22,7.0,27,34,12,5.0,12.0,12,29,19,16,5.0,35,41,3.0,5.0,5.0,3.0,7.0
2021-04-23,60,42,22,55,95,14,19,12.0,29,29,12,9.0,8.0,14,17,18,17,7.0,28,37,8.0,2.0,1.0,4.0,6.0
2021-04-24,57,43,9,51,62,19,11,7.0,22,25,13,6.0,5.0,9,20,7,14,7.0,24,27,5.0,2.0,0.0,5.0,6.0
2021-04-25,69,30,8,34,90,23,13,2.0,20,27,13,6.0,1.0,10,13,28,15,3.0,29,37,3.0,7.0,0.0,1.0,5.0
2021-04-26,59,36,15,56,108,30,13,15.0,20,40,9,7.0,9.0,27,22,9,14,3.0,35,51,9.0,3.0,2.0,1.0,13.0
2021-04-27,57,37,15,45,94,22,20,12.0,25,31,11,12.0,11.0,15,24,19,25,13.0,28,37,7.0,3.0,5.0,6.0,6.0
2021-04-28,60,35,17,42,109,28,12,8.0,18,28,6,5.0,7.0,13,11,19,13,8.0,27,43,10.0,7.0,3.0,1.0,11.0
2021-04-29,69,54,9,64,87,33,16,12.0,23,34,18,10.0,5.0,18,12,16,26,11.0,37,28,6.0,2.0,0.0,4.0,7.0
2021-04-30,69,40,17,73,88,25,11,6.0,18,30,16,13.0,3.0,15,17,24,15,7.0,30,35,5.0,6.0,4.0,3.0,9.0
2021-05-01,63,36,9,37,66,23,14,6.0,16,35,6,7.0,3.0,5,19,23,16,6.0,27,25,6.0,3.0,0.0,5.0,7.0
2021-05-02,95,30,8,41,65,25,15,3.0,8,26,12,4.0,5.0,12,11,25,14,4.0,14,28,16.0,2.0,3.0,4.0,4.0
2021-05-03,63,38,11,56,92,21,15,6.0,25,29,12,7.0,10.0,17,23,21,15,15.0,34,31,3.0,3.0,1.0,1.0,4.0
2021-05-04,74,48,22,60,102,25,15,13.0,21,33,19,8.0,11.0,15,19,20,24,11.0,31,36,4.0,6.0,4.0,3.0,11.0
2021-05-05,58,43,6,46,97,24,17,15.0,25,33,19,7.0,10.0,17,18,22,14,8.0,28,36,11.0,4.0,1.0,4.0,7.0
2021-05-06,73,57,20,63,70,33,20,11.0,29,29,15,6.0,7.0,13,17,18,13,11.0,33,37,9.0,7.0,2.0,6.0,8.0
2021-05-07,54,40,15,49,78,18,21,12.0,23,32,6,10.0,7.0,16,16,17,17,11.0,31,41,9.0,2.0,1.0,8.0,9.0
2021-05-08,62,36,5,32,76,13,9,5.0,20,15,9,3.0,5.0,9,17,18,15,6.0,20,18,6.0,4.0,0.0,5.0,13.0
2021-05-09,75,33,6,33,70,19,15,3.0,17,32,17,10.0,1.0,8,23,17,17,2.0,19,23,8.0,3.0,1.0,4.0,4.0
2021-05-10,73,52,11,64,115,23,11,11.0,26,47,7,7.0,3.0,20,22,22,21,9.0,31,36,6.0,6.0,2.0,5.0,6.0
2021-05-11,81,47,16,68,95,23,13,8.0,13,41,7,8.0,10.0,13,22,12,16,8.0,35,33,5.0,4.0,3.0,3.0,10.0
2021-05-12,49,48,18,47,70,16,14,12.0,27,16,7,6.0,14.0,15,27,19,24,6.0,24,31,8.0,6.0,1.0,4.0,11.0
2021-05-13,73,44,31,40,76,21,11,6.0,32,29,13,5.0,5.0,15,18,10,21,7.0,34,40,9.0,1.0,0.0,1.0,5.0
2021-05-14,55,34,21,45,77,21,14,12.0,21,27,17,10.0,7.0,23,17,15,19,7.0,27,47,9.0,3.0,3.0,1.0,11.0
2021-05-15,75,35,18,39,84,16,12,4.0,12,26,6,7.0,5.0,14,14,21,14,6.0,29,27,8.0,6.0,0.0,1.0,9.0
2021-05-16,69,47,7,34,82,15,6,3.0,9,24,21,10.0,3.0,13,17,18,18,8.0,27,40,6.0,2.0,1.0,3.0,7.0
2021-05-17,61,42,17,66,92,31,15,5.0,25,50,17,6.0,6.0,20,23,12,15,11.0,31,36,7.0,7.0,1.0,7.0,13.0
2021-05-18,57,44,21,79,100,15,12,16.0,24,29,10,5.0,11.0,15,14,19,14,10.0,22,41,6.0,9.0,0.0,7.0,12.0
2021-05-19,62,40,13,76,78,20,20,14.0,38,29,5,9.0,10.0,10,18,22,25,12.0,35,24,6.0,6.0,1.0,6.0,9.0
2021-05-20,79,41,13,57,84,13,11,7.0,21,29,12,7.0,9.0,25,26,15,20,6.0,30,42,8.0,3.0,3.0,2.0,4.0
2021-05-21,65,32,13,44,88,24,18,6.0,20,29,6,7.0,7.0,14,19,11,20,11.0,30,38,7.0,7.0,3.0,4.0,7.0
2021-05-22,65,43,9,34,76,18,13,4.0,17,28,11,10.0,2.0,19,24,9,7,3.0,21,33,5.0,2.0,0.0,4.0,7.0
2021-05-23,47,35,3,38,66,14,8,3.0,9,20,15,6.0,2.0,11,9,15,17,7.0,25,24,9.0,7.0,0.0,1.0,8.0
2021-05-24,60,37,17,55,109,27,21,11.0,23,44,10,7.0,5.0,24,21,22,17,9.0,37,34,9.0,5.0,2.0,8.0,6.0
2021-05-25,56,46,22,55,95,28,17,15.0,31,40,15,8.0,7.0,13,24,8,9,9.0,24,39,7.0,6.0,2.0,5.0,12.0
2021-05-26,74,52,12,49,101,27,11,7.0,19,29,16,11.0,8.0,14,14,18,18,11.0,17,23,7.0,2.0,0.0,4.0,10.0
2021-05-27,84,61,10,59,86,26,14,17.0,27,43,15,10.0,6.0,8,10,19,18,15.0,34,44,2.0,5.0,3.0,4.0,11.0
2021-05-28,55,41,12,55,70,31,10,8.0,17,32,16,11.0,5.0,19,19,17,34,9.0,35,39,8.0,6.0,2.0,4.0,7.0
2021-05-29,57,37,8,59,66,27,15,5.0,23,31,13,3.0,4.0,22,13,26,8,7.0,20,31,4.0,8.0,1.0,3.0,10.0
2021-05-30,63,37,5,58,97,28,9,3.0,18,21,14,6.0,1.0,12,14,20,14,6.0,34,36,11.0,2.0,1.0,7.0,7.0
2021-05-31,78,32,6,49,80,20,15,11.0,10,27,9,10.0,2.0,10,22,15,15,3.0,30,37,5.0,3.0,0.0,4.0,7.0
2021-06-01,79,39,17,63,89,28,20,8.0,18,33,14,1.0,20.0,17,23,16,14,11.0,36,31,9.0,9.0,3.0,5.0,12.0
2021-06-02,51,44,18,45,75,32,11,8.0,22,36,19,11.0,10.0,22,24,16,19,13.0,28,31,3.0,3.0,2.0,4.0,13.0
2021-06-03,69,45,10,53,85,22,18,13.0,22,33,13,9.0,12.0,17,22,15,8,8.0,29,28,4.0,5.0,1.0,7.0,10.0
2021-06-04,66,40,17,55,97,20,15,6.0,13,31,6,15.0,1.0,11,13,9,8,13.0,26,25,8.0,5.0,1.0,2.0,13.0
2021-06-05,54,32,12,36,73,26,11,4.0,13,30,8,7.0,4.0,13,11,20,21,2.0,18,30,7.0,6.0,0.0,1.0,6.0
2021-06-06,75,48,8,55,83,34,12,7.0,13,21,9,11.0,8.0,8,14,19,28,4.0,17,34,2.0,2.0,0.0,3.0,12.0
2021-06-07,69,58,19,70,86,29,17,6.0,26,42,14,8.0,9.0,22,22,15,14,7.0,30,32,6.0,5.0,2.0,9.0,10.0
2021-06-08,73,37,19,62,95,20,17,17.0,11,38,12,14.0,5.0,14,12,21,9,5.0,38,35,7.0,3.0,6.0,8.0,9.0
2021-06-09,69,46,14,60,81,23,11,9.0,13,26,10,4.0,7.0,15,24,17,23,16.0,29,35,6.0,5.0,2.0,5.0,9.0
2021-06-10,57,50,20,57,94,24,18,5.0,27,36,15,11.0,5.0,17,28,17,25,8.0,29,26,5.0,6.0,4.0,6.0,7.0
2021-06-11,55,44,17,53,87,26,17,4.0,23,36,17,8.0,9.0,16,16,21,20,7.0,31,28,5.0,8.0,3.0,4.0,10.0
2021-06-12,91,28,14,40,88,24,19,11.0,20,21,26,2.0,1.0,10,20,15,14,4.0,14,33,8.0,8.0,1.0,5.0,7.0
2021-06-13,80,40,6,46,75,23,15,6.0,15,30,18,8.0,6.0,15,9,14,9,3.0,11,25,5.0,5.0,1.0,3.0,10.0
2021-06-14,70,33,22,56,91,22,16,11.0,17,31,17,6.0,8.0,17,15,16,16,3.0,34,42,8.0,7.0,1.0,4.0,9.0
2021-06-15,60,63,15,70,87,25,16,10.0,19,37,9,7.0,8.0,15,21,13,29,18.0,39,36,2.0,9.0,0.0,2.0,5.0
