,Crimes_Z0T100,Crimes_Z0T101,Crimes_Z0T102,Crimes_Z0T103,Crimes_Z0T104,Crimes_Z1T100,Crimes_Z1T101,Crimes_Z1T102,Crimes_Z1T103,Crimes_Z1T104,Crimes_Z2T100,Crimes_Z2T101,Crimes_Z2T102,Crimes_Z2T103,Crimes_Z2T104,Crimes_Z3T100,Crimes_Z3T101,Crimes_Z3T102,Crimes_Z3T103,Crimes_Z3T104,Crimes_Z4T100,Crimes_Z4T101,Crimes_Z4T102,Crimes_Z4T103,Crimes_Z4T104
2022-12-14,51,40,43,73,110,31,14,18.0,29,35,13,10.0,13.0,21,22,11,17,9.0,42,31,3.0,1.0,3.0,6.0,11.0
2022-12-15,63,47,36,83,119,20,10,16.0,30,41,9,8.0,10.0,26,13,12,10,11.0,44,34,4.0,0.0,4.0,7.0,9.0
2022-12-16,64,38,59,74,109,20,12,18.0,21,35,12,8.0,6.0,27,23,17,15,21.0,37,38,8.0,6.0,4.0,9.0,7.0
2022-12-17,70,38,19,62,108,27,10,2.0,19,41,9,13.0,8.0,14,16,7,5,7.0,31,43,7.0,3.0,0.0,7.0,4.0
2022-12-18,56,25,7,61,87,21,7,5.0,23,18,11,7.0,3.0,19,20,9,6,3.0,34,44,9.0,3.0,0.0,3.0,6.0
2022-12-19,64,38,28,76,134,18,8,8.0,14,43,5,6.0,7.0,13,15,14,12,17.0,36,43,5.0,4.0,3.0,5.0,15.0
2022-12-20,56,39,26,64,105,26,20,10.0,41,61,19,9.0,21.0,29,39,10,16,13.0,49,38,5.0,0.0,2.0,6.0,15.0
2022-12-21,59,33,17,74,117,23,17,19.0,22,43,8,8.0,12.0,24,16,9,22,10.0,42,36,9.0,3.0,1.0,5.0,6.0
2022-12-22,47,45,30,54,79,20,12,5.0,21,37,10,15.0,8.0,20,15,15,9,11.0,37,39,5.0,2.0,1.0,9.0,9.0
2022-12-23,77,34,20,70,111,23,11,12.0,37,40,10,11.0,11.0,22,18,23,14,7.0,50,43,9.0,6.0,6.0,7.0,9.0
2022-12-24,61,28,9,55,92,12,11,5.0,18,24,13,1.0,3.0,18,23,8,7,7.0,28,30,4.0,3.0,0.0,4.0,9.0
2022-12-25,82,35,4,37,74,24,8,3.0,10,23,17,4.0,1.0,7,14,18,9,4.0,17,25,2.0,3.0,0.0,2.0,9.0
2022-12-26,60,32,14,50,87,22,9,5.0,21,35,12,14.0,7.0,16,23,17,11,7.0,22,34,2.0,4.0,1.0,1.0,10.0
2022-12-27,55,39,18,70,100,27,26,10.0,17,44,11,10.0,9.0,20,21,13,17,10.0,37,41,4.0,4.0,1.0,4.0,4.0
2022-12-28,71,47,15,92,101,14,9,9.0,25,48,9,8.0,15.0,25,17,8,11,10.0,48,47,5.0,3.0,4.0,5.0,14.0
2022-12-29,46,46,10,66,112,29,12,13.0,42,46,14,11.0,6.0,21,19,17,10,7.0,50,49,9.0,3.0,2.0,4.0,14.0
2022-12-30,74,37,22,61,98,18,15,8.0,19,42,15,5.0,6.0,28,17,8,9,6.0,40,32,5.0,2.0,2.0,4.0,14.0
2022-12-31,66,41,23,80,102,24,10,8.0,15,40,7,10.0,10.0,14,18,15,8,4.0,42,33,3.0,3.0,0.0,2.0,6.0
2023-01-01,78,48,44,48,76,16,4,13.0,7,35,8,9.0,8.0,13,17,23,13,6.0,23,30,5.0,2.0,5.0,2.0,3.0
2023-01-02,61,33,66,54,77,27,20,13.0,23,28,16,8.0,15.0,16,16,16,9,15.0,22,32,11.0,2.0,6.0,5.0,7.0
2023-01-03,56,46,195,74,103,35,19,23.0,29,40,14,7.0,31.0,19,15,16,13,34.0,43,51,4.0,5.0,13.0,3.0,17.0
2023-01-04,51,48,153,71,136,18,7,29.0,19,31,18,4.0,23.0,23,20,12,12,22.0,40,38,6.0,3.0,11.0,4.0,15.0
2023-01-05,50,54,63,72,122,28,10,27.0,32,36,12,6.0,27.0,20,27,12,13,19.0,39,23,4.0,3.0,7.0,6.0,9.0
2023-01-06,50,42,69,54,88,20,14,48.0,40,44,11,5.0,16.0,22,15,11,8,15.0,44,47,3.0,2.0,8.0,6.0,8.0
2023-01-07,66,33,22,80,97,24,16,13.0,31,30,12,9.0,4.0,21,23,15,9,9.0,34,30,4.0,1.0,4.0,2.0,13.0
2023-01-08,66,48,20,47,95,26,15,7.0,23,23,17,6.0,11.0,11,16,19,10,13.0,27,33,5.0,2.0,3.0,4.0,9.0
2023-01-09,40,46,53,70,101,20,16,10.0,17,46,12,17.0,23.0,20,21,15,18,9.0,41,35,4.0,3.0,6.0,3.0,14.0
2023-01-10,61,37,60,63,82,21,14,24.0,30,38,12,11.0,17.0,19,31,13,14,23.0,38,36,5.0,7.0,7.0,6.0,11.0
2023-01-11,68,31,38,75,130,27,13,14.0,28,39,14,6.0,11.0,21,23,11,14,12.0,39,39,8.0,3.0,4.0,5.0,6.0
2023-01-12,62,40,41,64,97,31,12,16.0,29,42,9,6.0,7.0,9,32,12,15,14.0,32,40,6.0,2.0,7.0,5.0,11.0
2023-01-13,60,29,32,70,118,31,15,15.0,19,46,13,10.0,15.0,22,23,9,14,12.0,48,29,7.0,3.0,2.0,6.0,14.0
2023-01-14,66,30,11,72,81,19,13,6.0,28,27,15,7.0,7.0,21,23,13,12,5.0,32,24,7.0,2.0,3.0,4.0,9.0
2023-01-15,57,36,6,63,126,9,4,1.0,8,23,14,7.0,3.0,16,9,11,16,5.0,38,35,9.0,6.0,1.0,5.0,6.0
2023-01-16,59,35,13,88,122,22,10,11.0,24,66,17,9.0,10.0,19,27,21,13,10.0,38,44,4.0,1.0,3.0,3.0,5.0
2023-01-17,51,43,27,69,152,20,15,16.0,24,44,15,12.0,12.0,20,28,12,25,7.0,37,42,4.0,5.0,1.0,9.0,10.0
2023-01-18,72,41,20,80,143,13,18,14.0,21,33,9,11.0,10.0,16,28,19,13,17.0,44,50,5.0,5.0,3.0,3.0,6.0
2023-01-19,73,43,25,64,126,21,16,12.0,28,42,18,7.0,15.0,25,22,16,16,13.0,35,41,3.0,4.0,1.0,4.0,10.0
2023-01-20,59,37,23,60,95,19,16,12.0,32,26,8,7.0,7.0,26,15,18,15,11.0,43,38,6.0,5.0,1.0,5.0,10.0
2023-01-21,49,35,7,82,87,17,13,5.0,20,28,14,3.0,8.0,24,27,20,8,3.0,32,29,3.0,3.0,0.0,3.0,6.0
2023-01-22,61,43,17,54,99,14,7,10.0,18,38,18,9.0,3.0,23,11,21,9,3.0,29,38,2.0,5.0,0.0,2.0,9.0
2023-01-23,71,42,35,77,111,24,10,13.0,16,36,19,11.0,7.0,21,26,17,21,10.0,40,54,5.0,5.0,2.0,2.0,11.0
2023-01-24,62,55,18,72,132,21,12,7.0,30,35,5,7.0,14.0,24,19,12,27,9.0,47,46,6.0,7.0,3.0,9.0,15.0
2023-01-25,59,34,26,65,99,25,11,13.0,24,42,13,6.0,11.0,20,13,15,15,7.0,45,40,6.0,4.0,1.0,4.0,9.0
2023-01-26,63,26,26,59,112,22,15,13.0,28,29,18,6.0,6.0,15,29,8,16,4.0,31,47,8.0,0.0,0.0,1.0,11.0
2023-01-27,63,55,26,88,117,21,11,17.0,28,45,12,13.0,11.0,32,16,18,13,5.0,44,41,7.0,1.0,2.0,10.0,7.0
2023-01-28,82,30,17,63,108,13,19,16.0,26,33,10,8.0,1.0,19,8,14,7,5.0,39,41,6.0,5.0,0.0,7.0,10.0
2023-01-29,59,39,8,76,113,22,13,6.0,17,34,13,6.0,4.0,12,17,16,12,3.0,27,30,7.0,3.0,1.0,3.0,6.0
2023-01-30,77,68,14,85,144,30,12,9.0,35,39,10,15.0,11.0,15,19,29,17,8.0,40,39,3.0,4.0,2.0,9.0,15.0
2023-01-31,65,37,26,81,116,31,14,19.0,23,52,8,7.0,6.0,19,24,13,11,6.0,33,43,13.0,3.0,0.0,6.0,14.0
2023-02-01,59,45,123,51,98,20,14,34.0,25,40,12,12.0,27.0,25,14,21,14,21.0,35,48,4.0,5.0,0.0,7.0,11.0
2023-02-02,65,17,188,66,103,26,21,93.0,18,45,18,9.0,42.0,17,18,17,14,27.0,44,37,8.0,2.0,4.0,5.0,5.0
2023-02-03,55,48,192,64,115,13,15,70.0,18,38,14,15.0,40.0,26,21,15,22,17.0,42,43,12.0,3.0,9.0,2.0,5.0
2023-02-04,64,31,41,65,101,22,25,30.0,24,39,13,6.0,10.0,11,10,12,14,9.0,37,38,9.0,5.0,5.0,5.0,7.0
2023-02-05,61,47,29,60,105,26,21,26.0,21,41,13,13.0,6.0,18,20,21,22,6.0,29,28,7.0,4.0,2.0,6.0,6.0
2023-02-06,58,58,97,78,121,29,17,26.0,21,36,18,10.0,29.0,26,17,11,18,26.0,43,38,3.0,4.0,5.0,5.0,9.0
2023-02-07,65,43,50,72,109,20,11,44.0,29,35,11,9.0,22.0,20,15,21,14,18.0,39,49,4.0,2.0,3.0,8.0,5.0
2023-02-08,97,51,48,69,111,23,10,25.0,24,27,10,10.0,13.0,30,21,9,16,16.0,35,31,15.0,4.0,2.0,6.0,8.0
2023-02-09,70,52,47,69,95,27,18,23.0,34,42,15,16.0,16.0,17,22,18,19,19.0,41,42,10.0,2.0,2.0,4.0,10.0
2023-02-10,72,50,41,61,89,23,19,16.0,26,39,8,9.0,12.0,18,23,10,13,11.0,36,28,4.0,4.0,3.0,6.0,3.0
2023-02-11,70,43,28,62,96,13,12,9.0,24,31,8,9.0,7.0,19,18,11,21,8.0,35,31,4.0,3.0,0.0,3.0,8.0
2023-02-12,77,43,20,91,76,28,17,3.0,22,30,11,6.0,3.0,16,23,17,11,7.0,22,20,5.0,3.0,0.0,2.0,7.0
2023-02-13,72,46,41,54,129,26,18,16.0,39,49,11,10.0,15.0,27,25,18,16,13.0,42,38,5.0,3.0,2.0,4.0,7.0
2023-02-14,59,38,25,64,98,37,10,22.0,35,45,13,8.0,7.0,18,26,13,19,8.0,39,46,10.0,6.0,2.0,3.0,6.0
2023-02-15,80,32,29,64,109,20,23,15.0,32,41,15,15.0,16.0,38,23,19,17,3.0,36,31,12.0,0.0,1.0,7.0,11.0
2023-02-16,64,33,24,72,109,22,16,4.0,22,32,13,12.0,11.0,27,18,23,17,11.0,51,34,3.0,5.0,0.0,10.0,9.0
2023-02-17,65,42,21,52,99,17,13,6.0,21,29,12,11.0,4.0,21,20,6,14,11.0,31,41,4.0,2.0,5.0,7.0,11.0
2023-02-18,95,36,19,59,110,19,20,8.0,36,38,11,6.0,3.0,24,16,21,13,6.0,30,29,9.0,3.0,0.0,1.0,10.0
2023-02-19,71,48,11,58,100,5,6,7.0,14,17,16,11.0,7.0,24,16,13,17,5.0,28,30,8.0,4.0,0.0,1.0,8.0
2023-02-20,64,34,21,61,114,35,19,15.0,40,57,8,13.0,1.0,16,19,19,14,2.0,41,32,4.0,4.0,5.0,4.0,11.0
2023-02-21,70,47,30,82,105,24,17,20.0,51,50,12,13.0,10.0,34,22,19,13,13.0,36,28,0.0,0.0,0.0,9.0,8.0
2023-02-22,59,35,26,66,97,28,15,8.0,30,36,13,7.0,4.0,28,13,15,8,10.0,30,29,6.0,3.0,3.0,6.0,12.0
2023-02-23,40,32,21,57,102,24,10,13.0,26,30,6,3.0,10.0,22,24,13,17,13.0,29,42,5.0,3.0,2.0,6.0,10.0
2023-02-24,48,32,15,65,91,12,9,2.0,25,34,7,6.0,4.0,11,14,11,10,6.0,31,24,2.0,3.0,2.0,10.0,14.0
2023-02-25,53,38,8,53,75,8,3,1.0,7,19,6,5.0,3.0,16,6,11,2,3.0,16,27,9.0,2.0,1.0,3.0,3.0
2023-02-26,53,40,7,44,81,24,14,12.0,29,46,13,5.0,15.0,9,18,13,7,5.0,27,28,9.0,2.0,0.0,1.0,9.0
2023-02-27,27,23,6,53,85,14,6,12.0,20,38,5,2.0,2.0,8,11,13,10,4.0,9,19,1.0,0.0,1.0,4.0,7.0
